"Keyword","Category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"xe cooter điện","Mẹ & Bé","Automotive",,
"eng breaking","Nhà Sách Online","Books","Books","Books"
"casio f91w","Đồng Hồ",,"Watches",
"thuốc nhuộm quân áo","Nhà Cửa & Đời Sống","Home care","Health & Beauty",
"elip sport","Ô tô - xe máy - xe đạp","Sports & Outdoors","Sports & Outdoors",
"đèn xông tinh dầu đuổi muỗi","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"kẹo nga","Bách Hóa Online","Grocery","Grocery","Grocery"
"kẹo nga","Bách Hóa Online","Grocery","Grocery","Grocery"
"collagen hebora","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"máy đo huyêt áp omron","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"sharp r6","Điện Thoại & Phụ Kiện","Home Appliances","Home Appliances",
"bàn văn phòng giá rẻ","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"bàn văn phòng giá rẻ","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"thuốc philatop","Sức Khỏe & Sắc Đẹp","Health & Beauty",,
"chúc một ngày tốt lành","Nhà Sách Online","Books",,
"màn hình vsmart live","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"pop it","Mẹ & Bé","Toys","Toys","Toys"
"phim marvel","Ô Tô","Toys",,
"bò sữa long thành","Bách Hóa Online","Grocery","Grocery",
"bò sữa long thành","Bách Hóa Online","Grocery","Grocery",
"van caro","Giày Dép Nữ","Women Shoes","Women Shoes",
"tẩy tế bào chết da đầu","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"dha bầu","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"rikka","Nhà Sách Online","Toys","Toys",
"truyện thần thoại hy lạp","Nhà Sách Online","Books","Books",
"truyện thần thoại hy lạp","Nhà Sách Online","Books","Books",
"đèn thả trần phòng khách","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"cafe giảm cân","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Home & Living"
"cây cẩm thị","Nhà Cửa & Đời Sống","Home & Living","Grocery",
"binbond","Đồng Hồ",,"Watches",
"tưm","Điện Thoại & Phụ Kiện",,"Automotive",
"tưm","Điện Thoại & Phụ Kiện",,"Automotive",
"big city boi","Thời Trang Nữ","Kid's Fashion",,
"big city boi","Thời Trang Nữ","Kid's Fashion",,
"bếp chiên điện","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"xiaomi redmi note 11","Điện Thoại & Phụ Kiện","Mobile & Accessories",,
"bongda","Nhà Sách Online","Sports & Outdoors",,
"nội y mỏng","Thời Trang Nữ","Women Clothes","Women Clothes",
"mixi shop","Thời Trang Nam","Men Clothes","Men Clothes",
"trà yerba mate","Bách Hóa Online","Grocery","Grocery",
"mẫu tóc ngắn","Sức Khỏe & Sắc Đẹp","Fashion Accessories",,
"k88","Thiết Bị Điện Tử","Consumer Electronics","Consumer Electronics",
"mando.","Thời Trang Nam","Men Clothes","Men Clothes",
"mando.","Thời Trang Nam","Men Clothes","Men Clothes",
"một tòa thành đang chờ anh","Nhà Sách Online","Books","Books",
"hỏa phụng liêu nguyên","Đồ Chơi","Toys","Toys",
"hỏa phụng liêu nguyên","Đồ Chơi","Toys","Toys",
"bột phomai lắc","Bách Hoá Online","Home & Living","Grocery",
"lốp xe wave","Xe Máy","Automotive","Automotive","Automotive"
"lốp xe wave","Xe Máy","Automotive","Automotive","Automotive"
"anh 9","Others","Books","Books",
"mixue","Bách Hóa Online",,"Voucher & Service",
"0s","Others",,"Consumer Electronics",
"sv2","Thiết Bị Điện Tử","Books","Home & Living",
"sv2","Thiết Bị Điện Tử","Books","Home & Living",
"hoa hồng leo pháp","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"guitar tuner","Nhà Sách Online","Books",,
"ld perfume oil","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"đào mỏ quạ","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"gương treo phòng tăm","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"taming","Nhà Sách Online","Health & Beauty",,
"tranh canvas aloha","Nhà Cửa & Đời Sống","Home & Living",,
"hentai mèo đen","Mẹ & Bé","Men Clothes",,
"dép gấu dâu","Giày Dép Nữ",,"Women Shoes",
"reebok vietnam","Thể Thao & Du Lịch","Men Shoes",,
"thuật thao túng","Nhà Sách Online","Books","Books","Books"
"beuter","Thời Trang Nữ","Men Clothes","Women Clothes",
"beuter","Thời Trang Nữ","Men Clothes","Women Clothes",
"cầu thang gác mái thông minh","Others",,"Home & Living",
"cầu thang gác mái thông minh","Others",,"Home & Living",
"mua am dao gia","Nhà Cửa & Đời Sống","Men Clothes",,
"quần áo giữ nhiệt nam","Thể Thao & Du Lịch","Men Clothes","Men Clothes","Sports & Outdoors"
"hình black pink","Đồ Chơi","Books",,
"xe đạp tập thể dục air bike","Thể Thao & Du Lịch","Sports & Outdoors",,
"nokia 216","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"bóng bay","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"bóng bay","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"canon","Máy ảnh - Máy quay phim","Cameras","Cameras",
"astolfo","Nhà Sách Online","Women Clothes","Toys",
"nong chat","Sức Khỏe & Sắc Đẹp","Health & Beauty","Home & Living",
"daki","Nhà Sách Online","Toys",,
"daki","Nhà Sách Online","Toys",,
"máy hút bụi cầm tay xiaomi","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"máy hút bụi cầm tay xiaomi","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"đọc thầm","Nhà Sách Online","Books","Books",
"bím","Phụ Kiện Thời Trang","Health & Beauty","Health & Beauty",
"phim đen","Others","Automotive",,
"thuoc tang can","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"súng massage cầm tay","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"ấm đun nước bếp từ","Thiết Bị Điện Gia Dụng","Home & Living","Home & Living","Home Appliances"
"eromanga sensei","Nhà Sách Online","Books","Books",
"face collagen x3","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"vali rimowa","Thiết Bị Điện Gia Dụng","Sports & Outdoors","Sports & Outdoors",
"vali rimowa","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"giấy vệ sinh cuộn lớn 700g","Nhà Cửa & Đời Sống","Home care","Home care",
"hạt mèo","Chăm sóc thú cưng","Pet Supplies","Pet Supplies","Pet Supplies"
"moyuum","Mẹ & Bé","Moms, Kids & Babies","Moms, Kids & Babies","Moms, Kids & Babies"
"sữa tắm weilaiya","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"sữa tắm weilaiya","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"sữa tắm weilaiya","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"áo mưa cao cấp","Thể Thao & Du Lịch","Home & Living","Home & Living",
"quân vương","Nhà Sách Online","Books","Books",
"socola ferrero rocher","Bách Hoá Online","Grocery","Grocery",
"rx 560 4gb","Thiết Bị Điện Tử","Computer & Laptop","Computer & Laptop",
"mai cúc thọ hương","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Home & Living"
"các kiểu tóc ngắn","Sức Khỏe & Sắc Đẹp","Fashion Accessories",,
"big babol","Bách Hóa Online","Grocery","Grocery","Grocery"
"máy tính casio fx 580vnx","Nhà Sách Online","Books","Books",
"xem tử vi","Others","Consumer Electronics",,
"fuji sumo","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
"đèn lồng con thỏ","Nhà Cửa & Đời Sống","Home & Living","Toys",
"đèn lồng con thỏ","Nhà Cửa & Đời Sống","Home & Living","Toys",
"đèn lồng con thỏ","Nhà Cửa & Đời Sống","Home & Living","Toys",
"bánh xe may mắn","Đồ Chơi","Home & Living","Toys",
"ghế massage maxcare","Nhà Cửa & Đời Sống","Health & Beauty","Health & Beauty",
"bộ nail đẹp","Nhà Cửa & Đời Sống","Health & Beauty","Health & Beauty",
"bộ nail đẹp","Nhà Cửa & Đời Sống","Health & Beauty","Health & Beauty",
"đầm trung niên cho người mập","Thời Trang Nữ","Women Clothes","Women Clothes",
"đầm trung niên cho người mập","Thời Trang Nữ","Women Clothes","Women Clothes",
"mua nón","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories",
"oổ cứng di động","Máy tính & Laptop",,"Computer & Laptop",
"form móng","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"form móng","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"zẻo two","Nhà Sách Online","Toys",,
"zẻo two","Nhà Sách Online","Toys",,
"android box cho oto","Ô Tô","Consumer Electronics",,
"daohaitac","Nhà Sách Online",,"Toys",
"khoa vương","Sức Khỏe & Sắc Đẹp",,"Home & Living",
"seimsuit","Thể Thao & Du Lịch",,"Women Clothes",
"lobter","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"màu nâu lạnh nam","Sức Khỏe & Sắc Đẹp","Men Clothes",,
"màu nâu lạnh nam","Sức Khỏe & Sắc Đẹp","Men Clothes",,
"cua luoi chong muoi","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"redmi note 10s","Điện Thoại & Phụ Kiện",,"Mobile & Accessories",
"redmi note 10s","Điện Thoại & Phụ Kiện",,"Mobile & Accessories",
"untra male","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"retinol obagi 0.5","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"in dây đeo thẻ","Nhà Sách Online","Books","Books",
"bàn phím số rời","Máy tính & Laptop","Computer & Laptop","Computer & Laptop",
"xe đạp gấp","Thể Thao & Du Lịch","Automotive","Automotive",
"sưởi bể cá","Chăm sóc thú cưng","Pet Supplies","Pet Supplies","Pet Supplies"
"máy may mini","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"everybody up 1","Nhà Sách Online","Books",,
"gopro 5","Máy ảnh - Máy quay phim","Cameras","Cameras",
"áo inter milan","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors",
"redmi 9c","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"gucci 505","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"dung dịch vệ sinh lagumi","Sức Khỏe & Sắc Đẹp","Health & Beauty","Moms, Kids & Babies",
"tai giả đeo khẩu trang","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"kinh cầu an","Nhà Sách Online",,"Automotive",
"body beauty slim","Sức Khỏe & Sắc Đẹp",,"Health & Beauty",
"xedodep","Others",,"Automotive",
"mẫu nail đẹp","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"ghế gỗ phòng khách","Nhà Cửa & Đời Sống","Home & Living","Home & Living",
"green tangerine","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"glutathione 2000mg","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"pháo hoa z121","Nhà Cửa & Đời Sống","Computer & Laptop","Toys",
"clip hot","Giày Dép Nữ","Women Clothes","Bags",
"máy tính casio fx 570vn plus","Nhà Sách Online","Books",,
"sẽx","Thời Trang Nữ","Women Clothes",,
"giải bài tập toán lớp 8","Mẹ & Bé","Books","Bags",
"champion league","Thể Thao & Du Lịch","Sports & Outdoors",,
"bánh tráng chấm","Bách Hoá Online","Grocery","Grocery","Grocery"
"bánh dừa","Bách Hóa Online","Grocery","Grocery","Grocery"
"canon m10 kit 15-45mm","Máy ảnh - Máy quay phim","Cameras","Cameras",
"xe đạp trẻ em từ 6 11 tuổi","Ô tô - xe máy - xe đạp","Automotive",,
"doraemon bóng chày","Nhà Sách Online","Books","Books","Books"
"tạ tay tháo lắp","Thể Thao & Du Lịch","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"hạt hướng dương vị dừa","Bách Hóa Online","Grocery","Grocery","Grocery"
"hạt hướng dương vị dừa","Bách Hóa Online","Grocery","Grocery","Grocery"
"máy hút ẩm mini","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"tóc balayage","Phụ Kiện Thời Trang","Health & Beauty","Fashion Accessories",
"mitsuya takashi","Nhà Sách Online","Books","Men Clothes",
"mitsuya takashi","Nhà Sách Online","Books","Men Clothes",
"88d pro","Thể Thao & Du Lịch",,"Sports & Outdoors",
"diều cần câu","Mẹ & Bé",,"Toys",
"bao cao su tốt nhất","Others","Health & Beauty",,
"truyện tranh đam mỹ h","Nhà Cửa & Đời Sống","Books",,
"smas vn","Others","Health & Beauty",,
"future lang","Others","Automotive",,
"con nuốc","Bách Hóa Online",,"Grocery",
"điều hòa mini nhật","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances",
"sly clothing","Thời Trang Nam","Men Clothes","Women Clothes",
"m51 samsung","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"mỹ phẩm xuân hạnh","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"tuổi trẻ đáng giá bao nhiêu","Nhà Sách Online","Books","Books",
"khởi nghiệp","Nhà Sách Online","Books","Books",
"nhớ ai đó đến kiệt quệ","Nhà Sách Online","Books","Books",
"máy tính chơi game giá rẻ","Máy tính & Laptop","Computer & Laptop","Computer & Laptop",
"collagen bb lab","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"combo bánh tráng phơi sương","Bách Hóa Online","Grocery","Home & Living",
"combo bánh tráng phơi sương","Bách Hóa Online","Grocery","Home & Living",
"kiểu tóc cho mặt dài","Others","Fashion Accessories",,
"chào ngày mới","Others",,"Toys",
"p168","Nhà Sách Online","Home Appliances","Home Appliances",
"clubwear","Thời Trang Nữ","Women Clothes",,
"hôt","Bách Hoá Online",,"Grocery",
"kính mắt anna","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"kính mắt anna","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"kính mắt anna","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"xe ô tô điện trẻ em giá rẻ","Mẹ & Bé","Toys","Toys",
"a14","Điện Thoại & Phụ Kiện","Health & Beauty",,
"bình xông mũi","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"redmi k20","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"redmi k20","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"trương tân thành","Nhà Sách Online",,"Books",
"samsung a02s","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories","Mobile & Accessories"
"bim dep","Others",,"Health & Beauty",
"miếng dán hình xăm","Phụ Kiện Thời Trang","Fashion Accessories","Fashion Accessories","Fashion Accessories"
"gel bôi trơn cho nam","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"nâu cam đất","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"vở bài tập tiếng việt lớp 4 tập 2","Nhà Sách Online","Books",,
"phim thái","Điện Thoại & Phụ Kiện","Computer & Laptop",,
"becozyme","Sức Khỏe & Sắc Đẹp","Health & Beauty","Pet Supplies",
"phím sét","Others","Computer & Laptop",,
"bánh sinh nhật khủng long","Bách Hóa Online","Home & Living",,
"màn hình đen","Điện Thoại & Phụ Kiện","Mobile & Accessories",,
"mini pad","Thiết Bị Điện Tử","Computer & Laptop",,
"noiif chiên không dầu","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"oyter plus","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"kẹo sâm hamer mỹ","Others","Health & Beauty",,
"kem nền bobbi brown","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"dây điện cadivi 2.5","Thiết Bị Điện Gia Dụng","Home & Living","Home & Living",
"chainsaw man manga","Nhà Sách Online",,"Toys",
"kem chống nắng sjm medical","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty",
"nhân viên văn phòng k","Nhà Sách Online","Bags","Books",
"bảng màu phối đồ","Nhà Sách Online","Women Clothes",,
"cân điện tử 100kg","Nhà Cửa & Đời Sống","Home & Living","Home & Living","Health & Beauty"
"ao mua","Thể Thao & Du Lịch","Home & Living","Home & Living","Home & Living"
"bánh sinh nhật đẹp","Bách Hoá Online",,"Home & Living",
"bồn rửa chén thông minh","Nhà Cửa & Đời Sống","Home & Living","Home Appliances",
"nồi chiên ko dầu","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"nồi chiên ko dầu","Thiết Bị Điện Gia Dụng","Home Appliances","Home Appliances","Home Appliances"
"co tuong","Nhà Sách Online","Toys","Toys",
"bia carlsberg","Bách Hóa Online","Grocery","Grocery",
"losto","Đồ Chơi","Bags","Mobile & Accessories",
"losto","Đồ Chơi","Bags","Mobile & Accessories",
"bút bi xóa được","Nhà Sách Online","Books","Books","Books"
"cáp sạc nam châm","Điện Thoại & Phụ Kiện","Mobile & Accessories","Mobile & Accessories",
"gelacmeigel","Sức Khỏe & Sắc Đẹp","Health & Beauty","Health & Beauty","Health & Beauty"
